Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Common Name,Species Code,Confidence,Begin Path,File Offset (s)
2,Spectrogram 1,1,15,18,0,15000,Vinaceous Dove,vindov1,0.6826,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_022402.wav,15
3,Spectrogram 1,1,18,21,0,15000,Vinaceous Dove,vindov1,0.6595,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_022402.wav,18
4,Spectrogram 1,1,21,24,0,15000,Vinaceous Dove,vindov1,0.902,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_022402.wav,21
5,Spectrogram 1,1,24,27,0,15000,Vinaceous Dove,vindov1,0.7354,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_022402.wav,24
6,Spectrogram 1,1,24,27,0,15000,Laughing Dove,laudov1,0.1956,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_022402.wav,24
1,Spectrogram 1,1,33,36,0,15000,Great Spotted Cuckoo,grscuc1,0.2128,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_031902.wav,33
1,Spectrogram 1,1,6,9,0,15000,Great Spotted Cuckoo,grscuc1,0.1175,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_043702.wav,6
2,Spectrogram 1,1,6,9,0,15000,Black-headed Lapwing,blhlap1,0.1019,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_043702.wav,6
3,Spectrogram 1,1,15,18,0,15000,Black-headed Lapwing,blhlap1,0.4575,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_043702.wav,15
4,Spectrogram 1,1,15,18,0,15000,Great Spotted Cuckoo,grscuc1,0.2031,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_043702.wav,15
5,Spectrogram 1,1,18,21,0,15000,Black-headed Lapwing,blhlap1,0.3168,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_043702.wav,18
6,Spectrogram 1,1,18,21,0,15000,Great Spotted Cuckoo,grscuc1,0.1233,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_043702.wav,18
3,Spectrogram 1,1,54,57,0,15000,Vinaceous Dove,vindov1,0.47,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_050402.wav,54
1,Spectrogram 1,1,0,3,0,15000,Vinaceous Dove,vindov1,0.8525,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_050502.wav,0
1,Spectrogram 1,1,42,45,0,15000,Great Egret,greegr,0.3688,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_051102.wav,42
2,Spectrogram 1,1,45,48,0,15000,Great Egret,greegr,0.1065,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_051102.wav,45
2,Spectrogram 1,1,33,36,0,15000,Black-winged Kite,bkskit1,0.3343,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_051902.wav,33
1,Spectrogram 1,1,0,3,0,15000,Cattle Egret,categr,0.1079,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_052102.wav,0
1,Spectrogram 1,1,39,42,0,15000,European Turtle-Dove,eutdov,0.2298,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_053002.wav,39
1,Spectrogram 1,1,36,39,0,15000,European Turtle-Dove,eutdov,0.113,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_053202.wav,36
6,Spectrogram 1,1,51,54,0,15000,Great Spotted Cuckoo,grscuc1,0.1073,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054002.wav,51
7,Spectrogram 1,1,54,57,0,15000,Black-headed Lapwing,blhlap1,0.1765,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054002.wav,54
8,Spectrogram 1,1,54,57,0,15000,Great Spotted Cuckoo,grscuc1,0.1414,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054002.wav,54
1,Spectrogram 1,1,0,3,0,15000,Black-headed Lapwing,blhlap1,0.6049,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,0
2,Spectrogram 1,1,3,6,0,15000,Black-headed Lapwing,blhlap1,0.3048,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,3
3,Spectrogram 1,1,6,9,0,15000,Black-headed Lapwing,blhlap1,0.3782,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,6
4,Spectrogram 1,1,15,18,0,15000,Black-headed Lapwing,blhlap1,0.1291,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,15
5,Spectrogram 1,1,21,24,0,15000,Black-headed Lapwing,blhlap1,0.26,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,21
6,Spectrogram 1,1,21,24,0,15000,Eurasian Kestrel,eurkes,0.2536,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,21
7,Spectrogram 1,1,24,27,0,15000,Great Spotted Cuckoo,grscuc1,0.8895,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,24
8,Spectrogram 1,1,24,27,0,15000,Black-headed Lapwing,blhlap1,0.6425,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,24
9,Spectrogram 1,1,30,33,0,15000,Black-headed Lapwing,blhlap1,0.1324,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054102.wav,30
1,Spectrogram 1,1,18,21,0,15000,Black-headed Lapwing,blhlap1,0.3109,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,18
2,Spectrogram 1,1,18,21,0,15000,Great Spotted Cuckoo,grscuc1,0.2034,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,18
3,Spectrogram 1,1,21,24,0,15000,Black-headed Lapwing,blhlap1,0.7096,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,21
4,Spectrogram 1,1,21,24,0,15000,Great Spotted Cuckoo,grscuc1,0.3457,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,21
5,Spectrogram 1,1,21,24,0,15000,Pallid Harrier,palhar1,0.1613,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,21
6,Spectrogram 1,1,27,30,0,15000,Black-headed Lapwing,blhlap1,0.3276,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,27
7,Spectrogram 1,1,33,36,0,15000,Black-headed Lapwing,blhlap1,0.4935,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,33
8,Spectrogram 1,1,33,36,0,15000,Great Spotted Cuckoo,grscuc1,0.3949,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,33
9,Spectrogram 1,1,39,42,0,15000,Black-headed Lapwing,blhlap1,0.2389,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,39
10,Spectrogram 1,1,45,48,0,15000,Black-headed Lapwing,blhlap1,0.4358,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,45
11,Spectrogram 1,1,54,57,0,15000,Great Spotted Cuckoo,grscuc1,0.7521,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,54
12,Spectrogram 1,1,54,57,0,15000,Black-headed Lapwing,blhlap1,0.4695,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054202.wav,54
1,Spectrogram 1,1,48,51,0,15000,Vinaceous Dove,vindov1,0.2459,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054302.wav,48
1,Spectrogram 1,1,0,3,0,15000,Wattled Lapwing,watlap1,0.3468,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054502.wav,0
1,Spectrogram 1,1,0,3,0,15000,Vinaceous Dove,vindov1,0.1889,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054902.wav,0
2,Spectrogram 1,1,3,6,0,15000,Vinaceous Dove,vindov1,0.1884,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054902.wav,3
3,Spectrogram 1,1,9,12,0,15000,Vinaceous Dove,vindov1,0.2884,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054902.wav,9
4,Spectrogram 1,1,12,15,0,15000,Vinaceous Dove,vindov1,0.1793,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054902.wav,12
5,Spectrogram 1,1,15,18,0,15000,Vinaceous Dove,vindov1,0.241,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054902.wav,15
6,Spectrogram 1,1,18,21,0,15000,Vinaceous Dove,vindov1,0.3748,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_054902.wav,18
1,Spectrogram 1,1,9,12,0,15000,Tree Pipit,trepip,0.1356,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055202.wav,9
3,Spectrogram 1,1,48,51,0,15000,Black-winged Kite,bkskit1,0.1383,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055202.wav,48
1,Spectrogram 1,1,30,33,0,15000,White Wagtail,whiwag,0.14,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055402.wav,30
1,Spectrogram 1,1,12,15,0,15000,Northern Red-billed Hornbill,rebhor1,0.157,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055502.wav,12
2,Spectrogram 1,1,45,48,0,15000,Vinaceous Dove,vindov1,0.2639,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055502.wav,45
3,Spectrogram 1,1,48,51,0,15000,Vinaceous Dove,vindov1,0.274,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055502.wav,48
4,Spectrogram 1,1,48,51,0,15000,Yellow-billed Oxpecker,yeboxp1,0.1188,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055502.wav,48
6,Spectrogram 1,1,57,58.07,0,15000,Northern Red-billed Hornbill,rebhor1,0.2249,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055502.wav,57
2,Spectrogram 1,1,3,6,0,15000,Northern Red-billed Hornbill,rebhor1,0.1623,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055602.wav,3
1,Spectrogram 1,1,0,3,0,15000,Vinaceous Dove,vindov1,0.1904,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055702.wav,0
2,Spectrogram 1,1,9,12,0,15000,Vinaceous Dove,vindov1,0.1423,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055702.wav,9
3,Spectrogram 1,1,12,15,0,15000,Vinaceous Dove,vindov1,0.2425,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_055702.wav,12
3,Spectrogram 1,1,15,18,0,15000,White Wagtail,whiwag,0.11,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060002.wav,15
1,Spectrogram 1,1,6,9,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1773,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060202.wav,6
2,Spectrogram 1,1,9,12,0,15000,Vinaceous Dove,vindov1,0.1235,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060202.wav,9
3,Spectrogram 1,1,12,15,0,15000,Vinaceous Dove,vindov1,0.2027,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060202.wav,12
4,Spectrogram 1,1,15,18,0,15000,Vinaceous Dove,vindov1,0.456,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060202.wav,15
5,Spectrogram 1,1,24,27,0,15000,Vinaceous Dove,vindov1,0.2747,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060202.wav,24
6,Spectrogram 1,1,24,27,0,15000,Laughing Dove,laudov1,0.2011,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060202.wav,24
1,Spectrogram 1,1,15,18,0,15000,Vinaceous Dove,vindov1,0.3028,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060302.wav,15
2,Spectrogram 1,1,33,36,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1783,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060302.wav,33
1,Spectrogram 1,1,48,51,0,15000,Northern Red-billed Hornbill,rebhor1,0.1931,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060502.wav,48
2,Spectrogram 1,1,54,57,0,15000,Northern Red-billed Hornbill,rebhor1,0.1369,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060502.wav,54
1,Spectrogram 1,1,3,6,0,15000,Northern Red-billed Hornbill,rebhor1,0.4739,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,3
2,Spectrogram 1,1,6,9,0,15000,Northern Red-billed Hornbill,rebhor1,0.6418,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,6
3,Spectrogram 1,1,9,12,0,15000,Northern Red-billed Hornbill,rebhor1,0.2307,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,9
4,Spectrogram 1,1,12,15,0,15000,Northern Red-billed Hornbill,rebhor1,0.1374,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,12
5,Spectrogram 1,1,15,18,0,15000,Northern Red-billed Hornbill,rebhor1,0.3005,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,15
6,Spectrogram 1,1,18,21,0,15000,Northern Red-billed Hornbill,rebhor1,0.5553,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,18
7,Spectrogram 1,1,21,24,0,15000,Northern Red-billed Hornbill,rebhor1,0.621,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,21
8,Spectrogram 1,1,24,27,0,15000,Northern Red-billed Hornbill,rebhor1,0.7329,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,24
9,Spectrogram 1,1,27,30,0,15000,Northern Red-billed Hornbill,rebhor1,0.9256,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,27
10,Spectrogram 1,1,30,33,0,15000,Northern Red-billed Hornbill,rebhor1,0.9138,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,30
11,Spectrogram 1,1,33,36,0,15000,Northern Red-billed Hornbill,rebhor1,0.7471,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,33
12,Spectrogram 1,1,36,39,0,15000,Northern Red-billed Hornbill,rebhor1,0.8672,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,36
13,Spectrogram 1,1,39,42,0,15000,Northern Red-billed Hornbill,rebhor1,0.8933,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,39
14,Spectrogram 1,1,42,45,0,15000,Northern Red-billed Hornbill,rebhor1,0.5864,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,42
15,Spectrogram 1,1,45,48,0,15000,Northern Red-billed Hornbill,rebhor1,0.7789,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,45
16,Spectrogram 1,1,48,51,0,15000,Northern Red-billed Hornbill,rebhor1,0.8191,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,48
17,Spectrogram 1,1,51,54,0,15000,Northern Red-billed Hornbill,rebhor1,0.5689,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,51
18,Spectrogram 1,1,54,57,0,15000,Northern Red-billed Hornbill,rebhor1,0.9143,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,54
19,Spectrogram 1,1,57,58.07,0,15000,Northern Red-billed Hornbill,rebhor1,0.9314,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060602.wav,57
1,Spectrogram 1,1,0,3,0,15000,Northern Red-billed Hornbill,rebhor1,0.9414,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,0
2,Spectrogram 1,1,3,6,0,15000,Northern Red-billed Hornbill,rebhor1,0.3139,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,3
3,Spectrogram 1,1,12,15,0,15000,Northern Red-billed Hornbill,rebhor1,0.2413,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,12
4,Spectrogram 1,1,15,18,0,15000,Northern Red-billed Hornbill,rebhor1,0.9533,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,15
5,Spectrogram 1,1,18,21,0,15000,Northern Red-billed Hornbill,rebhor1,0.9439,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,18
6,Spectrogram 1,1,21,24,0,15000,Northern Red-billed Hornbill,rebhor1,0.8998,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,21
7,Spectrogram 1,1,30,33,0,15000,Verreaux's Eagle-Owl,veeowl1,0.2402,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,30
8,Spectrogram 1,1,33,36,0,15000,Northern Red-billed Hornbill,rebhor1,0.1977,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,33
9,Spectrogram 1,1,36,39,0,15000,Northern Red-billed Hornbill,rebhor1,0.8699,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,36
10,Spectrogram 1,1,39,42,0,15000,Northern Red-billed Hornbill,rebhor1,0.8993,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,39
12,Spectrogram 1,1,42,45,0,15000,Northern Red-billed Hornbill,rebhor1,0.5868,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,42
13,Spectrogram 1,1,45,48,0,15000,Verreaux's Eagle-Owl,veeowl1,0.229,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,45
14,Spectrogram 1,1,54,57,0,15000,Northern Red-billed Hornbill,rebhor1,0.1099,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,54
15,Spectrogram 1,1,57,58.07,0,15000,Northern Red-billed Hornbill,rebhor1,0.1401,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060702.wav,57
1,Spectrogram 1,1,0,3,0,15000,Northern Red-billed Hornbill,rebhor1,0.8695,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060802.wav,0
2,Spectrogram 1,1,3,6,0,15000,Northern Red-billed Hornbill,rebhor1,0.7458,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060802.wav,3
3,Spectrogram 1,1,57,58.07,0,15000,Red-cheeked Cordonbleu,reccor,0.1528,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060802.wav,57
1,Spectrogram 1,1,3,6,0,15000,Red-cheeked Cordonbleu,reccor,0.1321,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060902.wav,3
2,Spectrogram 1,1,6,9,0,15000,Red-cheeked Cordonbleu,reccor,0.3743,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060902.wav,6
3,Spectrogram 1,1,27,30,0,15000,Vinaceous Dove,vindov1,0.1296,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060902.wav,27
4,Spectrogram 1,1,30,33,0,15000,Red-cheeked Cordonbleu,reccor,0.269,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060902.wav,30
5,Spectrogram 1,1,45,48,0,15000,Verreaux's Eagle-Owl,veeowl1,0.2983,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060902.wav,45
6,Spectrogram 1,1,51,54,0,15000,Verreaux's Eagle-Owl,veeowl1,0.3699,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060902.wav,51
8,Spectrogram 1,1,54,57,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1805,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_060902.wav,54
1,Spectrogram 1,1,0,3,0,15000,Red-cheeked Cordonbleu,reccor,0.1361,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061002.wav,0
2,Spectrogram 1,1,0,3,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1048,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061002.wav,0
3,Spectrogram 1,1,6,9,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1022,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061002.wav,6
4,Spectrogram 1,1,9,12,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1415,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061002.wav,9
2,Spectrogram 1,1,12,15,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1135,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061302.wav,12
3,Spectrogram 1,1,15,18,0,15000,Pied Crow,piecro1,0.2125,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061302.wav,15
4,Spectrogram 1,1,18,21,0,15000,Pied Crow,piecro1,0.3908,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061302.wav,18
5,Spectrogram 1,1,21,24,0,15000,Red-cheeked Cordonbleu,reccor,0.1913,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061302.wav,21
6,Spectrogram 1,1,27,30,0,15000,Pied Crow,piecro1,0.8514,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061302.wav,27
7,Spectrogram 1,1,30,33,0,15000,Red-cheeked Cordonbleu,reccor,0.2415,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061302.wav,30
1,Spectrogram 1,1,9,12,0,15000,Verreaux's Eagle-Owl,veeowl1,0.3871,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061402.wav,9
5,Spectrogram 1,1,39,42,0,15000,Tawny-flanked Prinia,tafpri1,0.1456,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061502.wav,39
8,Spectrogram 1,1,48,51,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1189,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061502.wav,48
3,Spectrogram 1,1,21,24,0,15000,Green Woodhoopoe,grewoo2,0.1578,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061602.wav,21
8,Spectrogram 1,1,42,45,0,15000,Tawny-flanked Prinia,tafpri1,0.1265,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061602.wav,42
2,Spectrogram 1,1,3,6,0,15000,Tawny-flanked Prinia,tafpri1,0.293,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,3
3,Spectrogram 1,1,3,6,0,15000,Green Woodhoopoe,grewoo2,0.1917,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,3
4,Spectrogram 1,1,18,21,0,15000,Tawny-flanked Prinia,tafpri1,0.1147,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,18
6,Spectrogram 1,1,21,24,0,15000,Northern Red Bishop,orabis1,0.2431,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,21
8,Spectrogram 1,1,30,33,0,15000,Red-cheeked Cordonbleu,reccor,0.1942,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,30
9,Spectrogram 1,1,33,36,0,15000,Red-cheeked Cordonbleu,reccor,0.2371,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,33
11,Spectrogram 1,1,42,45,0,15000,Yellow-billed Oxpecker,yeboxp1,0.3801,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,42
13,Spectrogram 1,1,45,48,0,15000,Red-cheeked Cordonbleu,reccor,0.248,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,45
15,Spectrogram 1,1,48,51,0,15000,Red-cheeked Cordonbleu,reccor,0.101,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,48
16,Spectrogram 1,1,54,57,0,15000,Northern Red-billed Hornbill,rebhor1,0.2423,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061702.wav,54
1,Spectrogram 1,1,6,9,0,15000,Black-winged Kite,bkskit1,0.164,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061802.wav,6
2,Spectrogram 1,1,24,27,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1256,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061802.wav,24
4,Spectrogram 1,1,39,42,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1363,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061802.wav,39
5,Spectrogram 1,1,39,42,0,15000,Desert Cisticola,descis1,0.1253,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061802.wav,39
6,Spectrogram 1,1,42,45,0,15000,Red-cheeked Cordonbleu,reccor,0.2497,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061802.wav,42
7,Spectrogram 1,1,51,54,0,15000,Beautiful Sunbird,beasun2,0.1988,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061802.wav,51
2,Spectrogram 1,1,21,24,0,15000,Verreaux's Eagle-Owl,veeowl1,0.217,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061902.wav,21
4,Spectrogram 1,1,33,36,0,15000,Mourning Collared-Dove,afmdov1,0.1152,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061902.wav,33
5,Spectrogram 1,1,51,54,0,15000,Verreaux's Eagle-Owl,veeowl1,0.102,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_061902.wav,51
1,Spectrogram 1,1,39,42,0,15000,Verreaux's Eagle-Owl,veeowl1,0.1331,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062002.wav,39
5,Spectrogram 1,1,30,33,0,15000,Red-cheeked Cordonbleu,reccor,0.2053,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062102.wav,30
7,Spectrogram 1,1,30,33,0,15000,Green Woodhoopoe,grewoo2,0.1619,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062102.wav,30
10,Spectrogram 1,1,39,42,0,15000,Red-cheeked Cordonbleu,reccor,0.2103,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062102.wav,39
11,Spectrogram 1,1,42,45,0,15000,Red-cheeked Cordonbleu,reccor,0.1989,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062102.wav,42
14,Spectrogram 1,1,45,48,0,15000,Red-cheeked Cordonbleu,reccor,0.1694,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062102.wav,45
3,Spectrogram 1,1,6,9,0,15000,Singing Cisticola,sincis1,0.2712,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,6
4,Spectrogram 1,1,6,9,0,15000,Tawny-flanked Prinia,tafpri1,0.2266,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,6
6,Spectrogram 1,1,9,12,0,15000,Red-cheeked Cordonbleu,reccor,0.1591,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,9
7,Spectrogram 1,1,9,12,0,15000,Northern Red Bishop,orabis1,0.1365,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,9
8,Spectrogram 1,1,12,15,0,15000,Tawny-flanked Prinia,tafpri1,0.5009,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,12
10,Spectrogram 1,1,18,21,0,15000,Tawny-flanked Prinia,tafpri1,0.2013,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,18
11,Spectrogram 1,1,24,27,0,15000,Red-cheeked Cordonbleu,reccor,0.3978,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,24
12,Spectrogram 1,1,24,27,0,15000,Tawny-flanked Prinia,tafpri1,0.1226,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,24
13,Spectrogram 1,1,30,33,0,15000,Tawny-flanked Prinia,tafpri1,0.2799,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,30
14,Spectrogram 1,1,30,33,0,15000,Singing Cisticola,sincis1,0.2077,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,30
15,Spectrogram 1,1,33,36,0,15000,Singing Cisticola,sincis1,0.208,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,33
16,Spectrogram 1,1,33,36,0,15000,Tawny-flanked Prinia,tafpri1,0.1713,BurkinaFaso/Site_230C_25/Data/230C_25_20251231_062202.wav,33
